étoile,commentaire
3,"La chemise est bien ajustée ...... Les chemises Nike sont toujours un peu ajustées ... donc xl ne sera pas très lâche. Le tissu n'est pas la coupe sèche typique de bonne qualité de Nike ..... bien qu'il soit respirant, il ressemble à une arnaque bon marché"
5,"J'ai acheté un petit pour mon fils. S'adapte parfaitement, la couleur est vive et c'est un matériau doux. Ce n'est pas une coupe ajustée mais elle tombe parfaitement pour son corps mince. Il aime ça."
5,Ajustement parfait confort parfait
4,Je ne savais pas que c'était ce tissu sous armure. Je pensais que c'était du coton ou quelque chose mais pas ça. Probablement ma faute pour ne pas avoir lu tous les détails mais je suis surtout sorti de l'image
5,Même Doge approuve.
4,Ce serait bien d'avoir un tableau des tailles avec les mesures de chaque partie
4,Beau matériel; se lave facilement... XL s'adapte bien à une personne de 6' 230 lb
4,pour l'exercice
5,Va bien. Se sent bien. J'aime la couleur.
5,Ajustement parfait
3,Large était trop serré si vous êtes musclé. Ex Lg était trop lâche🤷‍♂️
1,"J'ai 3 chemises à manches longues Nike Dryfit XXL plus anciennes et elles étaient un peu plus grandes mais la coupe était confortable mais commençait à vieillir un peu 2-3 ans mais durait très bien. Commandez 3 nouvelles taille XXL et je n'ai pas pensé à essayer le premier avant le lavage. J'ai donc suivi les instructions de lavage. Et finalement essayé les 3 sur et à ma grande surprise, ils étaient si serrés et à 2 pouces de mon rist que j'ai pensé que j'avais acheté la mauvaise taille qui ressemblait à une grande taille et après les avoir toutes vérifiées XXL. Comme tout le monde le dit à moindre coût, de taille irrégulière. Avec cette nouvelle taille XXL, j'aurais probablement besoin d'un 4XL TALL. Je ne recommande pas d'acheter sur Amazon, allez dans les principaux magasins de sport et essayez avant d'acheter. Ce que j'ai remarqué avec Nike en 2022, TOUT est irrégulier, des chaussures aux sandales, etc. 11.Regardez les trucs Adidas ou UnderArmor"
5,Mon fils a adoré cette chemise. Il lui va bien et est doux et confortable.
5,Produit génial
3,"Ne serre pas mon corps comme les chemises Nike combat pro de style précédent, mais s'adapte bien et garde la chaleur corporelle à l'intérieur."
5,"Coupe confortable, pour s'entraîner..."
4,La couleur de la photo en ligne est plus cramoisie mais la couleur réelle est plus proche d'un vrai marron.
5,"Après avoir lu les critiques, j'ai décidé d'aller de l'avant et de l'acheter sans hésiter. Certains prétendaient des contrefaçons bon marché, mais cela semble être assez similaire à celui que j'ai acheté dans un magasin il y a environ un an, sauf qu'il est un peu plus petit. Je pense que cela a à voir avec le fait qu'il soit fabriqué dans différentes usines. Dans l'ensemble, j'en suis satisfait."
5,j'aime beaucoup et mon mari aussi
5,"LÉGER AVEC UN BON MAINTIEN POUR LES CHEVILLES AGAQINST SPRAIN TWISTS. JE PORTE DU 10 1/2 MAIS CEUX-CI SONT UN PEU SERRES ET J'AIME REMPLACER LA SEMELLE D'USINE PAR DU GEL. LE RÉSULTAT EST UN TRÈS BON ÉLASTICITÉ ET UN AMORTI POUR LE PIED, LES CHEVILLES, LES GENOUX EN ARRIÈRE, LA COLONNE VERTÉBRALE, ETC. ÉGALEMENT ASSEZ RÉSILIANT ET RÉSISTANT À UNE UTILISATION STABLE TOUTE LA JOURNÉE ET LA NUIT. PAS POUR LA BRUTALITÉ LOURDE, MAIS AUTREMENT TRÈS BON"
5,Achetez-le - vous l'aimerez
3,Serré à la taille
5,Pas pour le temps froid
2,"Matière très fine. Désolé j'en ai acheté deux. Pas la même qualité qu'un magasin de boîtes, donc je ne prendrai pas la peine d'acheter à nouveau."
4,"J'aime le tissu super fin et j'ai utilisé ce produit pour pratiquer des sports récréatifs comme le ballon chasseur ou le basket-ball. Il n'a pas rétréci après le premier lavage, ce qui m'a surpris. J'espère que le tissu ne commencera pas à se défaire car je vais le laver assez souvent. J'ai commandé une taille XXL mais j'aurais probablement dû m'en tenir à XL car elle me va un peu ample sur ma taille de 5'10""... donc je retournerai la deuxième chemise que j'ai achetée de la même taille pour une plus petite si elle est toujours disponible."
3,"J'ai acheté ce t-shirt en gris et je l'ai adoré. La coupe (moyenne) était ajustée, très ajustée, mais pas serrée. Flatteur. J'ai donc voulu une seconde et j'ai commandé l'orange du désert. C'est BEAUCOUP trop grand. Une de ces expériences Amazon où vous devez manger les frais de retour. Tant pis. Mise à jour.... OK, j'ai commandé une chemise Vegas Gold et je l'adore. Regardez les photos de chaque couleur. Les chemises gris chiné, or vegas et bleu royal sont des tissus extrêmement fins, ce que j'aime bien. Ils sont également de coupe athlétique, très serrés et bien ajustés pour un médium. Ces chemises ont ""Dry Fit"" en bas à droite. J'ai également commandé l'une des autres chemises, avec ""Nike Fit"" en bas à gauche. Cette chemise était beaucoup plus grande et plus lourde, avec des manches plus longues, et me ressemblait plus à un grand. Peut-être entre un moyen et un grand."
4,"Était comme décrit dri fit Nike à manches longues. Les manches sont parfaitement ajustées. Acheté pour le neveu comme base pour créer une chemise avec une machine à vinyle. A parfaitement fonctionné pour ce que j'avais prévu. La seule raison pour laquelle je ne donne pas les 5 étoiles, je m'attendais à ce qu'il soit juste un peu plus ajusté à la taille. Sinon chemise de bonne qualité. Il a l'air froissé sur la photo, mais c'est de ma faute si je n'avais pas repassé les plis à la vapeur. pas de plis avant d'ajouter du vinyle"
5,"Je préfère le coton traditionnel Nike utilisé depuis de nombreuses années, mais c'est assez joli. La couleur semble un mélange de noir et de charbon de bois. Il s'adapte parfaitement, est arrivé rapidement et heureux de l'ajouter à ma collection automne/hiver."
5,bon produit merci
5,Mon petit-fils a adoré !!
5,Convient très bien. J'ai commandé un petit adulte pour mon fils de 15 ans qui mesure 5'2 et 118 1bs !!! Mon fils adore ces chemises qu'il porte également sous son maillot de football très bien aussi pour le sport !!
4,J'ai adoré le fait qu'il corresponde exactement à ce que je voulais. Je le porte aussi bien pour la salle de sport que pour le travail. C'est une super chemise à manches longues ! Pas du côté chaleureux.
5,Bon produit
4,Conforme aux attentes
3,"Fabriqué avec un matériau fin, s'adapte à la taille réelle 👌"
5,acheté ceci pour mon mari. il est léger et idéal pour s'entraîner et même pour être porté à la maison. c'est une coupe très flatteuse pour lui et j'ai commandé plus de couleurs après avoir essayé celle-ci.
3,Longueur de bras trop longue. Quelque chose lors du premier lavage. Peut-être que le sèche-linge a quelque chose à voir avec ça. Confort après pas super après le premier lavage et sèche-linge.
4,"Il va très bien, sauf au niveau des manches, j'aurais aimé qu'il soit plus serré, mais à part ça, je l'adore."
5,"Mince, doux, confortable en taille S pour mon fils de 14 ans qui mesure 5'5 et ​​110 livres."
5,Impressionnant! Authentique! Était si difficile à trouver ailleurs!
5,Bonne qualité
3,"J'ai aimé la coupe de la chemise mais elle ne se lave pas bien, sèche à l'air libre et elle sort de la sécheuse pleine de plis, matière très fine, presque transparente, je n'achèterais plus cette chemise"
4,tu devrais avoir honte de sentir des vêtements de si mauvaise qualité
3,"Cette chemise est venue avec des taches noirâtres dessus, comme si elle avait frotté contre du caoutchouc noir. J'en avais commandé un chez un autre vendeur et même chose. C'était sur le devant de celui-là, au dos de celui-ci. J'ai retourné le premier, acheté celui-ci et je ne l'ai pas remarqué mais la personne qui l'a reçu a dit qu'il en avait vu au dos. Il a dit que c'était bien, qu'il le portait généralement sous quelque chose ou pour s'entraîner, donc ça ne le dérangeait pas trop."
5,C'est une excellente chemise de course. Parfait pour les courses matinales plus fraîches et encore mieux pour les journées chaudes et ensoleillées. Ils offrent une excellente protection contre les courses fraîches du matin ou du soir et ils sont encore meilleurs pour courir en plein soleil/chaleur grâce à la coupe ample et au tissu respirant. J'en ai acheté 2 de plus !
5,J'en ai acheté 2 (couleur différente). Se sent très bien à porter. Je pourrais en acheter d'autres. Hautement recommandé.
5,C'est parfait pour moi ça a l'air bien la même couleur en plus c'est ce que vous verriez dans les magasins je suis bon avec ça et je commanderai plus de couleurs à l'avenir
5,Bien
4,Convient comme prévu
4,"La chemise était très fine, je m'attendais plutôt à quelque chose comme un pull. Bon service et livraison rapide mais ce n'était pas ce que j'avais prévu."
4,Convient un peu serré. Commandé un grand environ s'adapte comme un moyen.
5,J'ai eu ça pour mon petit ami afin que nous puissions aller au parc à thème et qu'il ne transpire pas à mort. Il adorait cette chemise et la coupe était parfaite.
4,Un peu plus ajusté que les sous-armures de même taille
4,Produit décrit
3,Le prix était la seule chose.
3,"Je suis un peu arrondi au milieu et même si un t-shirt large et même certaines chemises habillées sont bien ajustés, c'est un peu trop ajusté et aussi un grand short (longueur de la chemise et des manches également). Prenez une taille au-dessus si vous ne voulez pas que cette chose mette en valeur votre gros ventre ou remonte quand vous êtes à la salle de sport :-) Matériel de qualité décente, cependant."
4,"Je n'aimais pas vraiment la texture de la chemise, je pensais qu'elle était plus serrée sur les bras et le ventre"
5,"C'est une excellente chemise, un matériau plus lourd et une coupe ample. Parfait pour moi. J'ai essayé d'acheter une autre chemise comme celle-ci dans une couleur différente, mais la chemise n'était pas la même - une matière et une coupe différentes. Assurez-vous que votre chemise est vendue par RILShop."
5,Produit de qualité
5,"J'ai plusieurs couleurs de cette chemise dri-fit, je les aime toutes"
4,Cela taille très petit. Presque comme une sous-couche.
1,Commandé à manches longues et gor à manches courtes et semble usé.
5,"Belle couleur, s'adapte bien avec juste une touche d'espace sur les biceps et tombe juste en dessous de la taille de mon mari dont 5'5 mais buffly construit"
5,Poids et ajustement parfaits pour une utilisation active. Légèrement ouvert au niveau du cou. Mèche bien.
4,Voudrait une queue de chemise plus longue d'un pouce
4,Jolie chemise. Confortable. Bonne qualité. Très confortable.
5,"Si vous avez un corps de taille moyenne de 5 ""7, le XL vous va bien, ni trop serré, ni trop lâche. Si vous le voulez, prenez une taille plus petite. J'ai acheté comme cadeau pour mon frère et il l'a porté tout de suite. Je suis content que ça lui aille si bien."
2,La longueur de la main n'est pas suffisante. Ça a l'air court.
4,Je l'aime bien
3,La chemise est belle mais très fine. Je pensais que c'était plus épais.
5,J'étais content de la chemise.
2,"Si vous aimez une coupe ajustée, vous apprécierez cette chemise. Mon mari veut un ajustement confortable perdant."
5,Convient bien
5,"Mon petit ami a adoré cette chemise que j'ai eue pour lui, elle lui allait parfaitement et pas beaucoup de chemises parce qu'il a de larges épaules et les coutures étaient parfaites !"
4,"Bonne qualité, doux. Était voir à travers le matériel, nécessaire pour porter un haut en dessous"
3,"Ces chemises sont très confortables. D'autre part, ils sont également trop chers pour la qualité de la chemise. Le matériau est presque transparent et le symbole swoosh est bien trop élevé pour ma préférence. Il est situé juste sous mon épaule. Bien sûr, c'est un produit Nike, ce qui signifie que vous payez trop cher pour ce swoosh. La taille me convient parfaitement, mais si vous vous attendez à un ajustement serré, commandez une taille plus petite que la normale."
1,Cette chemise est petite en longueur et le tissu démangeait. Ce n'était pas le matériau dri-fit normal.
4,"Il ne s'étire pas assez autour de la zone des aisselles, c'est une belle chemise mais légèrement plus petite qu'une petite chemise ordinaire que j'achète"
1,Taille petit
1,"Mauvaise qualité, très fin dans l'ensemble."
5,"Vraiment bien, chemise confortable et bien ajustée. Bon pour toutes les activités sportives ou si vous voulez simplement le porter pour un sous-vêtement pour un t-shirt ou quelque chose de ce genre."
5,Ce sont de superbes chemises. Pas serré comme les couches de base mais pas ample non plus. Excellent ajustement et sensation. Les miens ont bien lavé et le noir reste noir. Je les aime et je viens d'en commander un autre cette semaine.
